Timestamp,LineID,Parameter,GuideWord,Model,VectorStoreID,PromptTokens,CompletionTokens,TotalTokens,ResponseID,LatencySeconds
2026-05-08 04:18:09,NODE-100T-01-100P-01AB,Flow,No/Low,gpt-5.5-2026-04-23,vs_69fcf0df8f288191b06045c0b780ac31,26879,9773,36652,resp_030a532cc29819990069fd010d133081959e06f71223d27ebc,133.8709
